City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,skara,58.3866,13.4384,291.9,72,47,4.02,SE,2023-07-30
352,chokurdakh,70.6333,147.9167,275.41,89,100,3.69,RU,2023-07-30
353,coos bay,43.3665,-124.2179,287.55,97,20,0.79,US,2023-07-30
354,bardiyah,31.7561,25.0865,303.36,54,0,8.76,LY,2023-07-30
355,lahaina,20.8783,-156.6825,298.6,77,11,4.02,US,2023-07-30
356,lima,-12.0432,-77.0282,291.98,86,35,1.61,PE,2023-07-30
357,thunder bay,48.4001,-89.3168,285.39,73,6,3.66,CA,2023-07-30
358,lagunas,-5.2269,-75.6753,293.18,98,28,0.65,PE,2023-07-30
359,faya,18.3851,42.4509,294.44,24,66,7.08,SA,2023-07-30
360,bonfim,3.0833,-59.95,297.68,86,22,0.91,BR,2023-07-30
361,egvekinot,66.3167,-179.1667,280.07,99,100,1.66,RU,2023-07-30
362,mogadishu,2.0371,45.3438,299.48,75,22,9.0,SO,2023-07-30
363,nemuro,43.3236,145.575,292.34,90,94,4.77,JP,2023-07-30
364,taltal,-25.4,-70.4833,288.25,79,35,1.86,CL,2023-07-30
365,la primavera,5.4906,-70.4092,296.12,91,83,2.13,CO,2023-07-30
366,cape coast,5.1053,-1.2466,299.32,81,90,3.02,GH,2023-07-30
367,sakakah,29.9697,40.2064,313.78,8,0,0.46,SA,2023-07-30
368,hailey,43.5196,-114.3153,292.53,48,0,3.6,US,2023-07-30
369,nanortalik,60.1432,-45.2371,280.05,77,34,0.93,GL,2023-07-30
370,pacific grove,36.6177,-121.9166,286.23,95,100,2.06,US,2023-07-30
371,neiafu,-18.65,-173.9833,296.09,68,64,7.4,TO,2023-07-30
372,padang,-0.9492,100.3543,302.18,87,53,2.28,ID,2023-07-30
373,keti bandar,24.1447,67.4497,302.94,75,85,9.86,PK,2023-07-30
374,dicabisagan,17.0818,122.4157,299.88,89,94,1.07,PH,2023-07-30
375,halifax,44.6453,-63.5724,290.09,95,100,1.34,CA,2023-07-30
376,boyolangu,-8.1181,111.8935,295.16,83,97,2.82,ID,2023-07-30
377,beringovskiy,63.05,179.3167,282.29,95,100,4.71,RU,2023-07-30
378,navahrudak,53.6,25.8333,292.27,85,97,4.18,BY,2023-07-30
379,salinas,36.6777,-121.6555,288.7,93,100,3.6,US,2023-07-30
380,ahuimanu,21.4447,-157.8378,298.26,81,59,1.34,US,2023-07-30
381,wasilla,61.5814,-149.4394,288.16,97,100,1.54,US,2023-07-30
382,zalantun,48.0,122.7167,298.18,78,66,3.13,CN,2023-07-30
383,yalta,44.5,34.1667,297.95,61,52,2.26,UA,2023-07-30
384,gushikawa,26.3544,127.8686,301.72,81,2,5.07,JP,2023-07-30
385,port moresby,-9.4431,147.1797,297.78,82,100,6.83,PG,2023-07-30
386,basco,20.4487,121.9702,301.79,76,100,2.22,PH,2023-07-30
387,auki,-8.7676,160.7034,297.62,98,100,1.85,SB,2023-07-30
388,berlevag,70.8578,29.0864,284.04,93,100,3.09,NO,2023-07-30
389,shengjin,41.8136,19.5939,306.17,59,52,4.13,AL,2023-07-30
390,mananjary,-21.2167,48.3333,297.74,53,0,3.76,MG,2023-07-30
391,calatayud,41.3535,-1.6432,302.16,38,4,2.61,ES,2023-07-30
392,la ronge,55.1001,-105.2842,284.94,74,2,1.74,CA,2023-07-30
393,kokstad,-30.5472,29.4241,285.97,27,2,6.18,ZA,2023-07-30
394,las juntas,19.4167,-104.7,296.06,86,5,1.37,MX,2023-07-30
395,lompoc,34.6391,-120.4579,294.7,100,100,1.54,US,2023-07-30
396,kavieng,-2.5744,150.7967,301.69,78,92,3.51,PG,2023-07-30
397,venta,56.2,22.7,291.13,90,100,3.25,LT,2023-07-30
398,tyler,32.3513,-95.3011,300.18,78,0,2.06,US,2023-07-30
399,yining,29.0361,114.5636,301.04,87,58,1.76,CN,2023-07-30
400,sobolevo,54.4299,31.8996,295.98,52,45,2.93,RU,2023-07-30
401,ayan,56.45,138.1667,286.36,96,35,0.59,RU,2023-07-30
402,yerbogachen,61.2767,108.0108,292.21,91,100,3.29,RU,2023-07-30
403,esperance,-33.8667,121.9,286.6,83,1,2.45,AU,2023-07-30
404,poso,-1.3959,120.7524,299.5,75,66,0.91,ID,2023-07-30
405,loandjili,-4.7561,11.8578,296.21,71,82,3.56,CG,2023-07-30
406,xining,36.6167,101.7667,296.08,50,16,1.97,CN,2023-07-30
407,wanxian,30.8039,108.3897,305.24,71,11,0.7,CN,2023-07-30
408,bismarck,46.8083,-100.7837,289.62,86,20,5.66,US,2023-07-30
409,moreira sales,-24.0622,-53.0069,289.96,77,99,4.01,BR,2023-07-30
410,marsh harbour,26.5412,-77.0636,301.71,77,22,3.29,BS,2023-07-30
411,rosarito,32.3333,-117.0333,293.29,85,22,1.32,MX,2023-07-30
412,fuerte olimpo,-21.0415,-57.8738,291.79,83,0,1.56,PY,2023-07-30
413,khandyga,62.6667,135.6,289.01,60,52,1.37,RU,2023-07-30
414,port hardy,50.6996,-127.4199,284.61,92,6,2.02,CA,2023-07-30
415,yendi,9.4427,-0.0099,301.62,71,88,2.88,GH,2023-07-30
416,rio de janeiro,-22.9028,-43.2075,291.53,84,100,1.42,BR,2023-07-30
417,qaqortoq,60.7167,-46.0333,281.21,71,29,1.01,GL,2023-07-30
418,susangerd,31.5608,48.1831,320.19,7,0,4.64,IR,2023-07-30
419,siyabuswa,-25.1132,29.0445,290.95,18,0,7.86,ZA,2023-07-30
420,kavaratti,10.5669,72.642,301.47,76,32,6.98,IN,2023-07-30
421,celestun,20.8667,-90.4,298.16,90,75,3.62,MX,2023-07-30
422,baykit,61.67,96.37,300.28,46,99,3.6,RU,2023-07-30
423,makokou,0.5738,12.8642,302.94,53,38,1.69,GA,2023-07-30
424,elliot,-31.3333,27.85,280.97,46,44,9.41,ZA,2023-07-30
425,pangnirtung,66.1451,-65.7125,280.19,80,92,0.89,CA,2023-07-30
426,conde,-7.2597,-34.9075,297.77,82,40,4.68,BR,2023-07-30
427,innisfail,-17.5333,146.0333,292.14,89,64,2.3,AU,2023-07-30
428,aswan,24.0934,32.907,313.95,8,4,5.9,EG,2023-07-30
429,businga,3.3333,20.8833,304.08,54,74,1.39,CD,2023-07-30
430,lavrentiya,65.5833,-171.0,280.99,97,100,3.6,RU,2023-07-30
431,chimoio,-19.1164,33.4833,305.97,16,100,0.71,MZ,2023-07-30
432,rongcheng,30.634,117.8517,300.8,87,94,1.51,CN,2023-07-30
433,tiznit,29.5833,-9.5,309.12,20,1,2.84,MA,2023-07-30
434,balabac,7.9868,117.0645,301.47,75,87,1.91,PH,2023-07-30
435,palmas,-10.2128,-48.3603,301.41,38,46,1.9,BR,2023-07-30
436,sri aman,1.2376,111.4621,299.77,72,96,1.12,MY,2023-07-30
437,kasongo,-4.45,26.6667,310.7,18,95,1.49,CD,2023-07-30
438,elizabeth city,36.2946,-76.2511,300.16,95,87,1.99,US,2023-07-30
439,arrecife,28.963,-13.5477,300.14,61,20,8.23,ES,2023-07-30
440,madang,-5.2246,145.7966,298.88,89,26,0.18,PG,2023-07-30
441,usinsk,65.9939,57.5281,301.79,35,70,3.48,RU,2023-07-30
442,bambanglipuro,-7.95,110.2833,296.39,78,78,4.66,ID,2023-07-30
443,comodoro rivadavia,-45.8667,-67.5,282.46,56,25,13.59,AR,2023-07-30
444,khuzdar,27.7384,66.6434,308.53,18,22,3.7,PK,2023-07-30
445,lasa,46.6166,10.7002,297.61,42,37,0.79,IT,2023-07-30
446,dunedin,-45.8742,170.5036,281.37,75,53,1.79,NZ,2023-07-30
447,pocone,-16.2567,-56.6228,293.7,68,0,0.51,BR,2023-07-30
448,haines junction,60.7522,-137.5108,285.87,75,53,1.24,CA,2023-07-30
449,mahon,39.8885,4.2658,303.46,66,20,3.6,ES,2023-07-30
450,tenenkou,14.4572,-4.9169,305.92,45,80,4.54,ML,2023-07-30
451,wick,58.4333,-3.0833,290.18,72,40,2.57,GB,2023-07-30
452,menongue,-14.6585,17.691,301.95,15,19,2.89,AO,2023-07-30
453,bethanien,-26.502,17.1583,283.71,29,3,4.63,NA,2023-07-30
454,okhotsk,59.3833,143.3,286.09,91,76,4.08,RU,2023-07-30
455,beaverlodge,55.2166,-119.4361,283.61,90,35,0.78,CA,2023-07-30
456,ucar,40.519,47.6542,297.13,31,56,2.38,AZ,2023-07-30
457,hofn,64.2539,-15.2082,283.16,87,75,1.54,IS,2023-07-30
458,pyapon,16.2833,95.6833,299.95,88,99,6.74,MM,2023-07-30
459,marktheidenfeld,49.8442,9.6039,294.44,72,91,5.81,DE,2023-07-30
460,dondukovskaya,44.8819,40.3627,303.11,29,6,3.38,RU,2023-07-30
461,san francisco,37.7749,-122.4194,288.41,91,4,4.02,US,2023-07-30
462,fallon,39.4735,-118.7774,291.99,20,74,2.73,US,2023-07-30
463,copiapo,-27.3667,-70.3333,287.93,69,5,0.78,CL,2023-07-30
464,tuatapere,-46.1333,167.6833,279.8,92,48,3.23,NZ,2023-07-30
465,yazoo city,32.8551,-90.4056,296.43,72,1,2.11,US,2023-07-30
466,bilibino,68.0546,166.4372,278.76,95,100,1.35,RU,2023-07-30
467,shitanjing,39.2342,106.3439,298.44,56,62,7.15,CN,2023-07-30
468,turayf,31.6725,38.6637,310.23,11,0,6.31,SA,2023-07-30
469,herat,34.5,62.0,308.45,9,0,13.4,AF,2023-07-30
470,batticaloa,7.7102,81.6924,302.4,73,91,6.47,LK,2023-07-30
471,shelbyville,35.4834,-86.4603,295.94,81,35,1.34,US,2023-07-30
472,treinta y tres,-33.2333,-54.3833,279.61,85,99,2.17,UY,2023-07-30
473,honiara,-9.4333,159.95,298.49,93,100,3.47,SB,2023-07-30
474,kaeo,-35.1,173.7833,280.25,90,19,1.58,NZ,2023-07-30
475,agadir,30.4202,-9.5982,298.4,48,6,2.77,MA,2023-07-30
476,burns lake,54.2331,-125.7533,284.06,98,100,1.39,CA,2023-07-30
477,kloulklubed,7.0419,134.2556,301.62,80,96,6.12,PW,2023-07-30
478,fuyu,45.1833,124.8167,299.17,80,21,3.05,CN,2023-07-30
479,sovkhoznyy,45.2946,38.1138,305.4,26,37,6.21,RU,2023-07-30
480,dingle,10.9995,122.6711,299.03,81,100,4.23,PH,2023-07-30
481,moyale,3.5167,39.0584,297.25,51,98,5.31,KE,2023-07-30
482,port macquarie,-31.4333,152.9167,290.31,68,81,2.57,AU,2023-07-30
483,macapa,0.0389,-51.0664,299.27,84,69,3.57,BR,2023-07-30
484,gamba,-2.65,10.0,297.28,71,98,3.57,GA,2023-07-30
485,dubrovka,53.6907,33.5071,296.92,41,0,2.95,RU,2023-07-30
486,saint-ambroise,48.5501,-71.3324,284.03,85,13,1.03,CA,2023-07-30
487,teknaf,20.8624,92.3058,301.66,85,92,7.0,BD,2023-07-30
488,moroni,-11.7022,43.2551,299.16,64,0,4.94,KM,2023-07-30
489,necochea,-38.5473,-58.7368,284.53,69,100,6.01,AR,2023-07-30
490,paita,-5.0892,-81.1144,293.53,87,38,4.73,PE,2023-07-30
491,laguna,38.421,-121.4238,294.06,61,0,3.6,US,2023-07-30
492,kurchum,48.5722,83.6542,304.22,25,1,1.53,KZ,2023-07-30
493,mutoko,-17.397,32.2268,302.99,15,85,1.58,ZW,2023-07-30
494,aquiraz,-3.9014,-38.3911,301.03,79,16,5.2,BR,2023-07-30
495,tessalit,20.1986,1.0114,311.93,23,30,4.61,ML,2023-07-30
496,golden,39.7555,-105.2211,293.6,60,0,2.06,US,2023-07-30
497,chumikan,54.7183,135.315,285.2,98,73,1.99,RU,2023-07-30
498,anupgarh,29.1911,73.2086,310.66,39,20,3.45,IN,2023-07-30
499,araouane,18.9048,-3.5265,310.55,30,4,6.23,ML,2023-07-30
500,shenjiamen,29.9576,122.298,300.84,75,97,6.01,CN,2023-07-30
501,xichang,27.8964,102.2634,300.01,74,24,1.2,CN,2023-07-30
502,kununurra,-15.7667,128.7333,298.14,65,98,0.0,AU,2023-07-30
503,te anau,-45.4167,167.7167,280.03,92,77,2.33,NZ,2023-07-30
504,cabedelo,-6.9811,-34.8339,298.55,81,47,4.77,BR,2023-07-30
505,husavik,66.0449,-17.3389,283.84,87,100,1.57,IS,2023-07-30
506,charlottesville,38.0293,-78.4767,295.7,93,0,0.89,US,2023-07-30
507,bougouni,11.417,-7.479,298.97,74,98,2.67,ML,2023-07-30
508,sosua,19.7667,-70.5167,299.95,83,44,3.47,DO,2023-07-30
509,cairns,-16.9167,145.7667,294.3,83,100,3.09,AU,2023-07-30
510,rio gallegos,-51.6226,-69.2181,272.76,81,40,7.48,AR,2023-07-30
511,ndele,8.4109,20.6473,304.2,57,84,2.15,CF,2023-07-30
512,skovorodino,53.9833,123.9167,296.9,66,52,0.52,RU,2023-07-30
513,kruisfontein,-34.0033,24.7314,281.91,86,85,10.35,ZA,2023-07-30
514,orkney,-26.9802,26.6727,284.56,31,51,6.14,ZA,2023-07-30
515,mabaruma,8.2,-59.7833,297.28,98,75,0.96,GY,2023-07-30
516,ambovombe,-25.1667,46.0833,298.67,41,27,2.65,MG,2023-07-30
517,zanjan,36.6736,48.4787,304.89,27,17,6.79,IR,2023-07-30
518,klyuchi,52.2667,79.1667,301.96,36,23,5.41,RU,2023-07-30
519,bowen,-20.0167,148.2333,292.98,79,13,6.05,AU,2023-07-30
520,constitucion,-35.3333,-72.4167,285.96,88,100,2.8,CL,2023-07-30
521,chambersburg,39.9376,-77.6611,292.29,90,0,0.89,US,2023-07-30
522,kingston,17.997,-76.7936,298.84,86,14,0.45,JM,2023-07-30
523,tahoua,14.8888,5.2692,307.64,39,42,5.16,NE,2023-07-30
524,oranjemund,-28.55,16.4333,286.48,55,0,3.68,NA,2023-07-30
525,palmer,42.1584,-72.3287,289.95,83,0,0.0,US,2023-07-30
526,roma,43.2128,-75.4557,288.52,96,100,0.0,US,2023-07-30
527,karaton,-6.3424,106.1045,297.95,79,90,1.09,ID,2023-07-30
528,alugan,12.2188,125.4808,301.09,76,100,3.68,PH,2023-07-30
529,karratha,-20.7377,116.8463,296.17,29,85,1.9,AU,2023-07-30
530,carauari,-4.8828,-66.8958,293.75,70,95,1.37,BR,2023-07-30
531,glendive,47.1053,-104.7125,291.94,88,0,4.63,US,2023-07-30
532,bay roberts,47.5999,-53.2648,292.01,94,100,1.94,CA,2023-07-30
533,naze,28.3667,129.4833,298.66,83,74,7.47,JP,2023-07-30
534,rock sound,24.9,-76.2,301.94,72,4,3.8,BS,2023-07-30
535,ashland,40.8167,-82.2665,288.3,97,7,0.78,US,2023-07-30
536,cadereyta,25.5833,-99.9833,296.25,82,0,0.69,MX,2023-07-30
537,cam ranh,11.9214,109.1591,302.13,74,75,5.14,VN,2023-07-30
538,carman,49.4992,-98.0016,284.76,50,41,3.05,CA,2023-07-30
539,ararangua,-28.9347,-49.4858,283.17,84,0,1.43,BR,2023-07-30
540,dukat,62.55,155.55,283.47,59,93,2.06,RU,2023-07-30
541,sassandra,4.95,-6.0833,299.95,77,89,2.98,CI,2023-07-30
542,santa maria,-29.6842,-53.8069,281.04,86,42,1.82,BR,2023-07-30
543,freeport,40.6576,-73.5832,293.31,75,40,6.17,US,2023-07-30
544,annau,37.8876,58.516,312.02,15,0,3.85,TM,2023-07-30
545,tyret pervaya,53.6703,102.3106,298.14,66,100,3.39,RU,2023-07-30
546,sainte-marie,-20.8968,55.5496,299.22,53,0,7.72,RE,2023-07-30
547,balikpapan,-1.2675,116.8289,300.7,83,40,1.54,ID,2023-07-30
548,jinchang,38.4953,102.1739,304.56,27,0,9.27,CN,2023-07-30
549,iquique,-20.2208,-70.1431,290.18,71,6,2.35,CL,2023-07-30
550,opuwo,-18.0607,13.84,297.32,15,4,3.11,NA,2023-07-30
551,mehamn,71.0357,27.8492,284.12,100,100,4.12,NO,2023-07-30
552,asfi,32.2994,-9.2372,300.18,57,0,7.0,MA,2023-07-30
553,chapais,49.7834,-74.8492,284.03,97,91,1.88,CA,2023-07-30
554,cassilandia,-19.1133,-51.7342,291.54,70,0,2.34,BR,2023-07-30
555,petropavlovsk-kamchatskiy,53.0452,158.6483,284.07,92,100,1.52,RU,2023-07-30
556,sisimiut,66.9395,-53.6735,278.5,87,100,2.72,GL,2023-07-30
557,gao,16.6362,1.637,310.13,28,43,5.8,ML,2023-07-30
558,lincoln,40.8,-96.667,294.34,89,15,0.45,US,2023-07-30
